 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
0.8893354918411555,1.0040695112580063,-1.0040695112580063,-0.6283789894711715,-0.3653905964708461,-1.5411760776432986,1.4289302641296568,0.058395844526174065,-0.591812716934289,-0.3349136043312156,-0.6144866901479623,1
1.4797052366324328,-0.995946982542167,0.995946982542167,0.08657130031955146,-0.11829510034395502,-0.8455606483516742,0.19016235854919575,0.6805980524924992,-0.11205194891364474,-0.25806353641263347,0.34525342931677216,1
0.8893354918411555,-0.995946982542167,0.995946982542167,-1.1288441923246777,-0.9269712694865077,-0.8455606483516742,-0.23819663683844036,-0.5949164738384672,-0.6375042186505409,-0.9826498910735508,-1.1717551466113565,1
0.2989657470498782,1.0040695112580063,-1.0040695112580063,0.9087641335788829,1.296888195655512,-1.1933683629974863,0.5143259226263258,-0.3304805354527791,-1.0030362323805557,1.0044732936783591,1.119237396627042,1
0.8893354918411555,1.0040695112580063,-1.0040695112580063,-1.0216016488560693,-0.7248022272008695,1.5890933541690104,-1.3148827603803366,-0.5171411978426766,-0.8431159763736742,-1.015585634467229,-1.109836429226535,0
0.2989657470498782,1.0040695112580063,0.995946982542167,-0.19940881559673776,-0.41031705031209903,-0.49775293370586216,-1.2106873290698306,0.16728123092028097,0.41340032082325145,-0.576442389218188,-0.15009630976180047,0
-0.2914039977413991,1.0040695112580063,0.995946982542167,1.5164718799009975,1.5664469187030297,0.19786249558576205,0.3175123301509254,0.0739508997253322,0.41340032082325145,1.6192738370270163,-0.026258874992157313,1
-0.2914039977413991,1.0040695112580063,0.995946982542167,0.5870365031730576,0.8588552707032961,1.2412856395231984,-0.35975797336736415,1.2250249844630337,0.18494281224199222,0.5763086295605442,0.43813150539400453,0
0.8893354918411555,-0.995946982542167,0.995946982542167,1.1232492205160998,1.6338365994649091,-0.14994521906005007,-0.8286374142646415,-0.11270976266456532,0.3905545699651255,0.6860944408728045,1.8622620052449008,0
0.2989657470498782,-0.995946982542167,-1.0040695112580063,-0.41389390253395464,-0.5900228656771107,-0.8455606483516742,0.022291941437824838,0.540602555700076,0.527629075113881,-0.8179711741051605,-0.5216086140707299,1
-1.4721434873239536,1.0040695112580063,0.995946982542167,-1.5220668517095752,-1.42116226174029,0.8934779248773862,1.3015802925279274,-1.046013074614053,-1.1401107375293111,-1.3229859061415576,-1.2027145053037673,1
1.4797052366324328,-0.995946982542167,0.995946982542167,0.8372691045998106,0.22988491692575516,-1.5411760776432986,-0.9212555754295358,1.1316946532680847,-0.7745787237992964,0.5982657918229962,1.8003432878600791,0
0.2989657470498782,1.0040695112580063,0.995946982542167,0.1223188148090876,0.1400320092432493,-1.1933683629974863,-0.5102624852603174,-0.9060175778216297,-0.36335520835302987,-0.22512779301895539,0.3142940706243614,1
0.2989657470498782,1.0040695112580063,-1.0040695112580063,0.9802591625579552,0.6791494553382844,0.19786249558576205,0.6764077046648908,-0.9682377986182623,1.3043846042901623,0.521415723904414,0.37621278800918295,1
1.4797052366324328,1.0040695112580063,-1.0040695112580063,-0.12791378661766545,-0.48893834453429164,-0.14994521906005007,1.1221326052709446,-0.2682603146561466,-0.24912645406240025,0.13716538431150332,-0.18105566845421125,1
0.8893354918411555,1.0040695112580063,-1.0040695112580063,1.4807243654114612,1.3642778764173915,0.19786249558576205,1.5794347760226102,-0.4549209770460441,-0.7288872220830446,2.047438501144831,1.986099440014544,1
-0.8817737425326764,-0.995946982542167,0.995946982542167,-1.0930966778351414,-1.0617506310102665,1.2412856395231984,-1.6216804192390488,-0.7815771362283648,-0.614658467792415,-1.1583071891731673,-0.8931209183796595,0
0.2989657470498782,-0.995946982542167,-1.0040695112580063,0.1938138437881599,0.6229913880367183,-0.8455606483516742,-0.6549783620804647,-0.1593749282620397,1.075927095708903,0.5543514672980921,-0.27393374453144365,0
0.8893354918411555,-0.995946982542167,0.995946982542167,0.37255141623584065,0.027715874640116992,0.5456702102315741,-0.15715574581915787,-0.9837928538174204,1.121618597425155,-0.20317063075650335,1.0573186792422202,1
1.4797052366324328,1.0040695112580063,0.995946982542167,0.30105638725676837,0.8476236572429828,1.2412856395231984,0.17279645333077806,-0.7971321914275229,-0.1805892014880225,0.14814396544272934,0.5619689401636476,1
-0.8817737425326764,-0.995946982542167,0.995946982542167,-1.1645917068142138,-0.9831293367880738,0.19786249558576205,0.8616440269946793,-0.5015861426435185,-1.0944192358130593,-1.2461358382229755,-0.7073647662251946,1
1.4797052366324328,-0.995946982542167,-1.0040695112580063,-1.4148243082409668,-1.3762358078990369,0.5456702102315741,-0.7360192530997473,-1.1393434058090017,-1.0258819832386816,-1.2022215136980714,-1.3265519400734105,0
1.4797052366324328,1.0040695112580063,0.995946982542167,0.6585315321521299,0.07264232848136992,0.5456702102315741,1.6604756670418928,0.9916991564756616,0.07071405795136262,1.1032805238593932,-0.15009630976180047,1
1.4797052366324328,-0.995946982542167,-1.0040695112580063,-0.12791378661766545,-0.07336864650270208,0.8934779248773862,1.643109761823475,0.38505200370849474,-0.13489769977177066,-0.6423138760055442,-0.366811820608676,1
-0.2914039977413991,1.0040695112580063,-1.0040695112580063,-1.0573491633456054,-1.1179086983118325,0.19786249558576205,0.4274963965342374,-0.812687246626681,-0.4090467100692817,-0.9606927288110988,-0.800242842302427,1
-0.8817737425326764,-0.995946982542167,-1.0040695112580063,0.5155414741939852,0.903781724544549,1.5890933541690104,0.8153349464122323,0.6183778316958666,0.8017780854113921,1.1581734295155233,0.9025218857801663,1
0.8893354918411555,1.0040695112580063,0.995946982542167,0.37255141623584065,0.6903810687985976,-0.8455606483516742,1.2031734962902272,-1.046013074614053,0.5047833242557551,0.7849016710538386,0.34525342931677216,1
1.4797052366324328,1.0040695112580063,-1.0040695112580063,-0.7356215329397799,-0.8371183618040018,-0.8455606483516742,-1.083337357468101,-0.7971321914275229,-0.34050945749490397,-0.41176367224979776,-1.0169583531493025,0
-0.2914039977413991,1.0040695112580063,-1.0040695112580063,0.6585315321521299,0.9936346322270548,0.19786249558576205,1.2379053067270624,0.8672587148823966,-0.7060414712249187,1.2569806596965576,0.3142940706243614,1
-1.4721434873239536,1.0040695112580063,-1.0040695112580063,0.44404644521491293,-0.19691639456614762,-1.5411760776432986,0.38118731595179023,0.21394639651775532,-0.22628070320427435,-0.10436340057546914,-0.026258874992157313,1
